task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
275	cc/c98301	3130005	hrv1_file_finder	EV_008_xdf4_extr2_filt_peaks_epochs_hrv.parquet	hrv1_file_finder (EV_008_xdf4_extr2_filt_peaks_epochs_hrv.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:44.312	2026-02-04 11:43:44.464	2026-02-04 11:43:45.499	1.2s	477ms	-	47.8%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	4.8 KB	911	32	0	8 KB	2	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/cc/c983015c2bc77eae676ece19afeda9	-
279	da/85a7c5	3130164	eda1_file_finder	EV_008_xdf4_extr1_filt_epochs_eda.parquet	eda1_file_finder (EV_008_xdf4_extr1_filt_epochs_eda.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:44.582	2026-02-04 11:43:44.789	2026-02-04 11:43:45.895	1.3s	542ms	-	43.4%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5.1 KB	909	35	0	8 KB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/da/85a7c5398312f6de5fb6e554723a85	-
278	2b/a94f86	3130300	eda2_file_finder	EV_008_xdf4_extr1_filt_epochs_eda.parquet	eda2_file_finder (EV_008_xdf4_extr1_filt_epochs_eda.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:44.835	2026-02-04 11:43:45.037	2026-02-04 11:43:46.096	1.3s	637ms	-	37.1%	0.1%	26.9 MB	223.7 MB	26.9 MB	287.7 MB	6.6 MB	5.1 KB	909	33	0	8 KB	16	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/2b/a94f8683098336ccf110f4671cea47	-
280	61/c836f7	3130431	eda3_file_finder	EV_008_xdf4_extr1_filt_epochs_eda.parquet	eda3_file_finder (EV_008_xdf4_extr1_filt_epochs_eda.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:45.092	2026-02-04 11:43:45.280	2026-02-04 11:43:46.281	1.2s	438ms	-	62.0%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	5.1 KB	909	34	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/61/c836f789815ef738baaa747612ca94	-
281	a2/af13ac	3130614	hrv_concatenating_processor	[EV_004_xdf4_extr2_filt_peaks_epochs_hrv1.parquet, EV_004_xdf4_extr2_filt_peaks_epochs_hrv2.parquet, EV_004_xdf4_extr2_filt_peaks_epochs_hrv3.parquet]	hrv_concatenating_processor ([EV_004_xdf4_extr2_filt_peaks_epochs_hrv1.parquet, EV_004_xdf4_extr2_filt_peaks_epochs_hrv2.parquet, EV_004_xdf4_extr2_filt_peaks_epochs_hrv3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:45.412	2026-02-04 11:43:45.700	2026-02-04 11:43:46.645	1.2s	383ms	-	63.2%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	6.4 KB	949	53	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a2/af13ac5db106f6720ff19abcc0c475	-
284	16/45f10f	3130762	fnirs2_file_finder	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet	fnirs2_file_finder (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:45.854	2026-02-04 11:43:45.995	2026-02-04 11:43:46.765	911ms	359ms	-	56.9%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	4.7 KB	909	32	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/16/45f10f66d77290b19d00b17b83d03c	-
287	2b/0424d0	3130886	fnirs1_file_finder	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet	fnirs1_file_finder (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:46.055	2026-02-04 11:43:46.197	2026-02-04 11:43:46.959	904ms	406ms	-	57.1%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	6.6 MB	4.8 KB	910	33	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/2b/0424d0ef571e3466d265530361e0c2	-
283	99/ad7b7b	3131023	fnirs_asym_input3_file_finder	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet	fnirs_asym_input3_file_finder (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:46.250	2026-02-04 11:43:46.381	2026-02-04 11:43:47.153	903ms	365ms	-	65.2%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	4.8 KB	910	35	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/99/ad7b7bb3b7263bf87b3e18a2e68d48	-
282	c1/557218	3131157	fnirs_asym_input1_file_finder	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet	fnirs_asym_input1_file_finder (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:46.437	2026-02-04 11:43:46.645	2026-02-04 11:43:47.338	901ms	387ms	-	67.1%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	4.7 KB	910	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c1/557218682d13ae9b1d2b08e7067fb1	-
286	18/42cf50	3131277	fnirs3_file_finder	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet	fnirs3_file_finder (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:46.701	2026-02-04 11:43:46.866	2026-02-04 11:43:47.657	956ms	463ms	-	66.7%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	4.7 KB	910	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/18/42cf50ea5ed5fb1f5b190f02e01c01	-
285	5d/d69e77	3131411	fnirs_asym_input2_file_finder	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet	fnirs_asym_input2_file_finder (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:46.869	2026-02-04 11:43:46.959	2026-02-04 11:43:47.730	861ms	341ms	-	68.4%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	4.7 KB	910	32	0	16 KB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/5d/d69e77a4352a7500f6fa635e25b570	-
288	38/2e2a2b	3131502	eda_concatenating_processor	[EV_003_xdf5_extr1_filt_epochs_eda1.parquet, EV_003_xdf5_extr1_filt_epochs_eda2.parquet, EV_003_xdf5_extr1_filt_epochs_eda3.parquet]	eda_concatenating_processor ([EV_003_xdf5_extr1_filt_epochs_eda1.parquet, EV_003_xdf5_extr1_filt_epochs_eda2.parquet, EV_003_xdf5_extr1_filt_epochs_eda3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:47.042	2026-02-04 11:43:47.254	2026-02-04 11:43:48.155	1.1s	522ms	-	49.1%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	6.8 KB	947	61	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/38/2e2a2bdb91130c56ab1b35a15acd2d	-
289	21/717bd8	3131638	fnirs_asym1_analyzer	EV_004_xdf1_log_tddr_lin_filt_epochs_hbc1.parquet	fnirs_asym1_analyzer (EV_004_xdf1_log_tddr_lin_filt_epochs_hbc1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:47.186	2026-02-04 11:43:47.339	2026-02-04 11:43:48.403	1.2s	598ms	-	253.3%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	4.7 KB	1098	37	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/21/717bd841085448a1880bbe52c9c006	-
291	6e/9f9b64	3131914	fnirs_asym1_analyzer	EV_003_xdf2_log_tddr_lin_filt_epochs_hbc1.parquet	fnirs_asym1_analyzer (EV_003_xdf2_log_tddr_lin_filt_epochs_hbc1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:47.608	2026-02-04 11:43:47.730	2026-02-04 11:43:48.679	1.1s	478ms	-	302.5%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	4.7 KB	1102	39	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/6e/9f9b640e0227b94c1008b5a36a31f6	-
293	68/a415b5	3132048	fnirs_concatenating_processor	[EV_003_xdf2_log_tddr_lin_filt_epochs_hbc1.parquet, EV_003_xdf2_log_tddr_lin_filt_epochs_hbc2.parquet, EV_003_xdf2_log_tddr_lin_filt_epochs_hbc3.parquet]	fnirs_concatenating_processor ([EV_003_xdf2_log_tddr_lin_filt_epochs_hbc1.parquet, EV_003_xdf2_log_tddr_lin_filt_epochs_hbc2.parquet, EV_003_xdf2_log_tddr_lin_filt_epochs_hbc3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:47.904	2026-02-04 11:43:48.130	2026-02-04 11:43:49.567	1.7s	383ms	-	63.3%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	6.5 MB	6.4 KB	947	62	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/68/a415b54b8dbc502c47fcdd76d62583	-
294	a0/5a758a	3132132	fnirs_asym3_analyzer	EV_004_xdf1_log_tddr_lin_filt_epochs_hbc3.parquet	fnirs_asym3_analyzer (EV_004_xdf1_log_tddr_lin_filt_epochs_hbc3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:48.109	2026-02-04 11:43:48.255	2026-02-04 11:43:49.799	1.7s	1.2s	-	129.7%	0.2%	76.2 MB	3.7 GB	76.2 MB	3.8 GB	8.6 MB	4.6 KB	1098	37	0	8 KB	34	4	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a0/5a758a552c9078d4d43bf8442dcff7	-
295	47/bbf62e	3132199	fnirs_asym2_analyzer	EV_003_xdf2_log_tddr_lin_filt_epochs_hbc2.parquet	fnirs_asym2_analyzer (EV_003_xdf2_log_tddr_lin_filt_epochs_hbc2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:48.344	2026-02-04 11:43:48.503	2026-02-04 11:43:49.899	1.6s	989ms	-	152.2%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	4.7 KB	1100	37	0	20 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/47/bbf62e31f83e844bf4a59d00a7ca0d	-
296	5a/f9f69a	3132423	fnirs_asym2_analyzer	EV_004_xdf1_log_tddr_lin_filt_epochs_hbc2.parquet	fnirs_asym2_analyzer (EV_004_xdf1_log_tddr_lin_filt_epochs_hbc2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:48.569	2026-02-04 11:43:48.780	2026-02-04 11:43:50.262	1.7s	556ms	-	216.8%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	4.7 KB	1098	37	0	8 KB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/5a/f9f69a41ee80498a2307de2cffac64	-
297	1d/1e8bd3	3132841	fnirs_concatenating_processor	[EV_004_xdf1_log_tddr_lin_filt_epochs_hbc1.parquet, EV_004_xdf1_log_tddr_lin_filt_epochs_hbc2.parquet, EV_004_xdf1_log_tddr_lin_filt_epochs_hbc3.parquet]	fnirs_concatenating_processor ([EV_004_xdf1_log_tddr_lin_filt_epochs_hbc1.parquet, EV_004_xdf1_log_tddr_lin_filt_epochs_hbc2.parquet, EV_004_xdf1_log_tddr_lin_filt_epochs_hbc3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:49.536	2026-02-04 11:43:49.667	2026-02-04 11:43:50.464	928ms	394ms	-	51.9%	0.1%	26.5 MB	219.5 MB	26.5 MB	281.8 MB	6.5 MB	6.4 KB	947	57	0	8 KB	18	4	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/1d/1e8bd3b648dcdd95f43a9b1c3e6527	-
298	ae/98590b	3133000	eda_concatenating_processor	[EV_004_xdf4_extr1_filt_epochs_eda1.parquet, EV_004_xdf4_extr1_filt_epochs_eda2.parquet, EV_004_xdf4_extr1_filt_epochs_eda3.parquet]	eda_concatenating_processor ([EV_004_xdf4_extr1_filt_epochs_eda1.parquet, EV_004_xdf4_extr1_filt_epochs_eda2.parquet, EV_004_xdf4_extr1_filt_epochs_eda3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:49.767	2026-02-04 11:43:49.899	2026-02-04 11:43:50.680	913ms	408ms	-	65.3%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	6.8 KB	947	62	0	28 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ae/98590b42aaa182a94d2d1d7bdf9b1b	-
299	0e/893f51	3133143	fnirs_asym3_analyzer	EV_003_xdf2_log_tddr_lin_filt_epochs_hbc3.parquet	fnirs_asym3_analyzer (EV_003_xdf2_log_tddr_lin_filt_epochs_hbc3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:49.956	2026-02-04 11:43:50.102	2026-02-04 11:43:51.594	1.6s	528ms	-	250.8%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	4.7 KB	1098	39	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/0e/893f51a654f80400be7befe3655d9d	-
300	c9/484b8c	3133247	eda_concatenating_processor	[EV_002_xdf4_extr1_filt_epochs_eda1.parquet, EV_002_xdf4_extr1_filt_epochs_eda2.parquet, EV_002_xdf4_extr1_filt_epochs_eda3.parquet]	eda_concatenating_processor ([EV_002_xdf4_extr1_filt_epochs_eda1.parquet, EV_002_xdf4_extr1_filt_epochs_eda2.parquet, EV_002_xdf4_extr1_filt_epochs_eda3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:50.093	2026-02-04 11:43:50.202	2026-02-04 11:43:52.295	2.2s	790ms	-	30.4%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	6.5 MB	6.8 KB	947	61	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c9/484b8c4bfd71aa5e321b7d28699cec	-
304	4c/c65924	3133571	fnirs_asym_input3_file_finder	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet	fnirs_asym_input3_file_finder (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:50.399	2026-02-04 11:43:50.564	2026-02-04 11:43:54.026	3.6s	2.1s	-	10.9%	0.2%	63.2 MB	3 GB	63.2 MB	3.1 GB	6.6 MB	4.8 KB	910	37	0	8 KB	72	5	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4c/c65924bd50293276abca942c2a7a8d	-
303	d8/dc01eb	3133694	fnirs_asym_input2_file_finder	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet	fnirs_asym_input2_file_finder (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:50.651	2026-02-04 11:43:50.780	2026-02-04 11:43:54.152	3.5s	1.8s	-	11.6%	0.2%	62.9 MB	3 GB	62.9 MB	3.1 GB	6.6 MB	4.7 KB	910	32	0	8 KB	68	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d8/dc01eb5d300102914fe16506a9e249	-
308	92/c76fc0	3133775	fnirs3_file_finder	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet	fnirs3_file_finder (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:51.144	2026-02-04 11:43:51.281	2026-02-04 11:43:56.425	5.3s	1.9s	-	13.8%	0.2%	63.2 MB	3 GB	63.2 MB	3 GB	6.6 MB	4.7 KB	910	32	0	12 KB	52	4	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/92/c76fc0ac298f6208a8d7460982ebc9	-
305	c2/1e1e34	3134257	fnirs_asym_input1_file_finder	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet	fnirs_asym_input1_file_finder (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:52.349	2026-02-04 11:43:52.896	2026-02-04 11:43:57.438	5.1s	3.5s	-	7.8%	0.2%	63.5 MB	3 GB	63.5 MB	3.1 GB	6.6 MB	4.7 KB	911	32	0	8 KB	53	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c2/1e1e34db06c66602597d5693913f39	-
306	84/d9d28d	3134397	fnirs2_file_finder	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet	fnirs2_file_finder (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:52.951	2026-02-04 11:43:53.297	2026-02-04 11:43:57.493	4.5s	3.1s	-	8.2%	0.2%	63.1 MB	3 GB	63.1 MB	3.1 GB	6.6 MB	4.8 KB	910	36	0	8 KB	51	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/84/d9d28d59a496f09b0f9e0ef581fb58	-
307	39/08af0f	3135211	fnirs1_file_finder	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet	fnirs1_file_finder (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:54.647	2026-02-04 11:43:56.055	2026-02-04 11:43:57.950	3.3s	913ms	-	26.2%	0.0%	2.9 MB	7.2 MB	2.9 MB	7.2 MB	6.6 MB	4.7 KB	910	32	0	8 KB	1	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/39/08af0f660d8d08b6daf67b4a803b19	-
310	19/1cbf8e	3135503	hrv2_file_finder	EV_007_xdf4_extr2_filt_peaks_epochs_hrv.parquet	hrv2_file_finder (EV_007_xdf4_extr2_filt_peaks_epochs_hrv.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:56.560	2026-02-04 11:43:56.926	2026-02-04 11:43:57.975	1.4s	448ms	-	44.1%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	4.8 KB	910	32	0	8 KB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/19/1cbf8e1112f0ccf49c346022c78bfa	-
311	af/99249d	3135571	hrv3_file_finder	EV_007_xdf4_extr2_filt_peaks_epochs_hrv.parquet	hrv3_file_finder (EV_007_xdf4_extr2_filt_peaks_epochs_hrv.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:57.054	2026-02-04 11:43:57.327	2026-02-04 11:43:58.142	1.1s	461ms	-	50.3%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	4.8 KB	910	32	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/af/99249d34d702ddb5e5d98632dfbbd1	-
309	c4/d7bfd6	3135938	hrv1_file_finder	EV_007_xdf4_extr2_filt_peaks_epochs_hrv.parquet	hrv1_file_finder (EV_007_xdf4_extr2_filt_peaks_epochs_hrv.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:57.630	2026-02-04 11:43:57.793	2026-02-04 11:43:58.627	997ms	449ms	-	50.9%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	4.8 KB	912	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c4/d7bfd638fe502d31e67af2d5a6c9b1	-
312	23/0ba27a	3136252	fnirs_asym2_analyzer	EV_002_xdf3_log_tddr_lin_filt_epochs_hbc2.parquet	fnirs_asym2_analyzer (EV_002_xdf3_log_tddr_lin_filt_epochs_hbc2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:58.273	2026-02-04 11:43:58.442	2026-02-04 11:44:15.602	17.3s	663ms	-	218.3%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	4.7 KB	1098	37	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/23/0ba27a8691eb382bf9f0b22a0e5e7b	-
318	9d/8fd422	3136629	hrv2_file_finder	EV_002_xdf4_extr2_filt_peaks_epochs_hrv.parquet	hrv2_file_finder (EV_002_xdf4_extr2_filt_peaks_epochs_hrv.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:58.770	2026-02-04 11:44:15.602	2026-02-04 11:44:15.603	16.8s	499ms	-	43.4%	0.1%	29.1 MB	225.5 MB	29.1 MB	287.7 MB	6.6 MB	4.8 KB	910	32	0	8 KB	19	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/9d/8fd422b6eeeece291f6550d3b4be1f	-
314	0a/a501a4	3136005	eda1_file_finder	EV_007_xdf4_extr1_filt_epochs_eda.parquet	eda1_file_finder (EV_007_xdf4_extr1_filt_epochs_eda.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:57.865	2026-02-04 11:43:57.950	2026-02-04 11:43:58.820	955ms	429ms	-	63.6%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5.1 KB	910	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/0a/a501a47d6f7aeb12672718ed84a01d	-
315	d6/b5103a	3136369	eda2_file_finder	EV_007_xdf4_extr1_filt_epochs_eda.parquet	eda2_file_finder (EV_007_xdf4_extr1_filt_epochs_eda.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:58.544	2026-02-04 11:43:58.627	2026-02-04 11:44:15.602	17.1s	583ms	-	40.9%	0.1%	29.2 MB	225.5 MB	29.2 MB	287.7 MB	6.6 MB	5.1 KB	910	32	0	16 KB	17	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d6/b5103abd366cb05a92ceacbd420b54	-
313	59/6f5c84	3136193	eda3_file_finder	EV_007_xdf4_extr1_filt_epochs_eda.parquet	eda3_file_finder (EV_007_xdf4_extr1_filt_epochs_eda.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:58.089	2026-02-04 11:43:58.242	2026-02-04 11:44:15.602	17.5s	530ms	-	42.4%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	5.1 KB	910	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/59/6f5c8437fe2148ab2642d08eaf0541	-
242	f7/8b625a	3119811	eeg_filtering_processor	EV_002_xdf4_extr4_reref.fif	eeg_filtering_processor (EV_002_xdf4_extr4_reref.fif)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:43:08.879	2026-02-04 11:43:08.963	2026-02-04 11:44:15.603	1m 7s	45.7s	-	69.9%	13.6%	4.2 GB	5.7 GB	4.2 GB	5.8 GB	1.9 GB	1 GB	5014	1145	0	1 GB	937	209	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/f7/8b625a5d416e0f4e8d97155029c5f2	-
317	aa/329bf6	3137561	hrv1_file_finder	EV_002_xdf4_extr2_filt_peaks_epochs_hrv.parquet	hrv1_file_finder (EV_002_xdf4_extr2_filt_peaks_epochs_hrv.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:17.492	2026-02-04 11:44:17.605	2026-02-04 11:44:18.451	959ms	464ms	-	49.0%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	4.8 KB	909	32	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/aa/329bf65d74e3e7b5c98e7d17a00527	-
316	63/546102	3137632	hrv3_file_finder	EV_002_xdf4_extr2_filt_peaks_epochs_hrv.parquet	hrv3_file_finder (EV_002_xdf4_extr2_filt_peaks_epochs_hrv.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:17.708	2026-02-04 11:44:17.906	2026-02-04 11:44:18.871	1.2s	489ms	-	57.5%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	4.8 KB	910	32	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/63/546102cbee01ad6ee7b0f428cebf98	-
320	3f/9ae96c	3137687	fnirs_asym1_analyzer	EV_002_xdf3_log_tddr_lin_filt_epochs_hbc1.parquet	fnirs_asym1_analyzer (EV_002_xdf3_log_tddr_lin_filt_epochs_hbc1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:17.887	2026-02-04 11:44:18.106	2026-02-04 11:44:19.154	1.3s	670ms	-	237.1%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	4.7 KB	1099	44	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/3f/9ae96cb2f17af6772d96197610748f	-
319	69/c4b9a9	3137774	fnirs_asym3_analyzer	EV_002_xdf3_log_tddr_lin_filt_epochs_hbc3.parquet	fnirs_asym3_analyzer (EV_002_xdf3_log_tddr_lin_filt_epochs_hbc3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:18.182	2026-02-04 11:44:18.306	2026-02-04 11:44:19.201	1s	565ms	-	284.2%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	8.6 MB	4.7 KB	1097	38	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/69/c4b9a986b8cc67c105b6b6423b15d8	-
