task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
432	06/cd4dbb	3185719	psd3_file_finder	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd3_file_finder (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.769	2026-02-04 11:50:37.856	2026-02-04 11:50:38.073	304ms	231ms	-	93.1%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	5 KB	910	32	0	16 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/06/cd4dbbcd082855521caadc35c1e5d9	-
434	4c/5be694	3186000	psd2_file_finder	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd2_file_finder (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.904	2026-02-04 11:50:37.949	2026-02-04 11:50:38.207	303ms	214ms	-	98.9%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5 KB	909	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4c/5be69440608b12cba81277ad6f3888	-
441	eb/d6a054	3186036	psd1_file_finder	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd1_file_finder (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.926	2026-02-04 11:50:37.950	2026-02-04 11:50:38.224	298ms	208ms	-	93.0%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	5 KB	910	32	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/eb/d6a05465c9b071bc64b36a60f527d7	-
440	1a/32930c	3186197	psd1_raw_file_finder	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd1_raw_file_finder (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.991	2026-02-04 11:50:38.065	2026-02-04 11:50:38.410	419ms	237ms	-	88.9%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	7 KB	910	32	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/1a/32930ccfe1bdcca5303fc3191024af	-
436	00/f91ade	3186166	psd3_raw_file_finder	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd3_raw_file_finder (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.969	2026-02-04 11:50:38.065	2026-02-04 11:50:38.416	447ms	261ms	-	87.7%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	7 KB	910	32	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/00/f91ade7f295bfbbb9a35d185cddc82	-
437	78/d860b7	3186384	psd2_file_finder	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd2_file_finder (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.086	2026-02-04 11:50:38.173	2026-02-04 11:50:38.502	416ms	334ms	-	58.8%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	5 KB	910	33	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/78/d860b75e10a473f7bdfa42813c4b5d	-
439	bc/2f55b6	3186660	psd3_file_finder	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd3_file_finder (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.226	2026-02-04 11:50:38.324	2026-02-04 11:50:38.598	372ms	219ms	-	82.3%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	5 KB	910	33	0	16 KB	8	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/bc/2f55b6a0b875ae754abec49dc70e37	-
438	dd/5f3ec5	3186667	psd2_raw_file_finder	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd2_raw_file_finder (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.268	2026-02-04 11:50:38.325	2026-02-04 11:50:38.599	331ms	211ms	-	91.7%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	7 KB	910	32	0	20 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/dd/5f3ec56613ede51be87389d74da984	-
443	0c/6e7308	3186890	fai3_analyzer	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3.parquet	fai3_analyzer (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.447	2026-02-04 11:50:38.503	2026-02-04 11:50:38.897	450ms	366ms	-	253.3%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	8.6 MB	6.5 KB	1113	45	0	24 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/0c/6e7308337e7f39d98c4467eef12923	-
442	4a/d5a773	3186887	fai2_analyzer	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2.parquet	fai2_analyzer (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.432	2026-02-04 11:50:38.502	2026-02-04 11:50:38.899	467ms	384ms	-	219.8%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	6.5 KB	1113	48	0	24 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4a/d5a77342b7f195a97a970cc2d54c94	-
444	a3/d65529	3187132	fai1_analyzer	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1.parquet	fai1_analyzer (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.523	2026-02-04 11:50:38.598	2026-02-04 11:50:38.945	422ms	332ms	-	354.6%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	8.6 MB	6.5 KB	1112	43	0	24 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a3/d655293eb9bd832bb087035896940f	-
446	0a/b26414	3187272	fai1_analyzer	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1.parquet	fai1_analyzer (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.637	2026-02-04 11:50:38.705	2026-02-04 11:50:39.221	584ms	357ms	-	282.2%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	8.6 MB	6.5 KB	1112	45	0	24 KB	11	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/0a/b264145c18da2125badde0e3f6c080	-
445	d2/1e3c3f	3187251	psd_concatenating_processor	[EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_plot.parquet, EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_plot.parquet, EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_plot.parquet]	psd_concatenating_processor ([EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_plot.parquet, EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_plot.parquet, EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_plot.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.619	2026-02-04 11:50:38.705	2026-02-04 11:50:39.270	651ms	449ms	-	59.6%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	6.6 KB	949	55	0	36 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d2/1e3c3fef3a88491958233f24dd8cc0	-
448	e6/5a7269	3187642	psd_concatenating_processor	[EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_plot.parquet, EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_plot.parquet, EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_plot.parquet]	psd_concatenating_processor ([EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_plot.parquet, EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_plot.parquet, EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_plot.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.935	2026-02-04 11:50:38.946	2026-02-04 11:50:39.404	469ms	308ms	-	68.8%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	6.6 KB	946	49	0	32 KB	8	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e6/5a72692ef3648a76ace393dbf8f5aa	-
449	31/d56199	3187696	fai2_analyzer	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2.parquet	fai2_analyzer (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.961	2026-02-04 11:50:39.045	2026-02-04 11:50:39.455	494ms	357ms	-	263.9%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	8.6 MB	6.5 KB	1114	47	0	24 KB	9	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/31/d56199e9dd1f075f2babb320d3866b	-
447	d8/cd6e00	3187631	fai3_analyzer	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3.parquet	fai3_analyzer (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:38.912	2026-02-04 11:50:38.945	2026-02-04 11:50:39.482	570ms	464ms	-	182.6%	0.1%	29 MB	221.6 MB	29 MB	282.3 MB	8.6 MB	6.5 KB	1114	47	0	28 KB	13	8	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d8/cd6e0077abe137b265900db05656f2	-
450	4d/f5461a	3188102	fai_concatenating_processor	[EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_psd_fai.parquet, EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_psd_fai.parquet, EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_psd_fai.parquet]	fai_concatenating_processor ([EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_psd_fai.parquet, EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_psd_fai.parquet, EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_psd_fai.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:39.246	2026-02-04 11:50:39.370	2026-02-04 11:50:39.622	376ms	210ms	-	93.6%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	6.4 KB	947	51	0	32 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4d/f5461aa3a2b4c06176f55aafcb1cf6	-
451	43/bc768e	3188150	psd_relative_analyzer	EV_008_psd_concat.parquet	psd_relative_analyzer (EV_008_psd_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:39.324	2026-02-04 11:50:39.371	2026-02-04 11:50:39.660	336ms	230ms	-	98.4%	0.0%	3.1 MB	7.2 MB	3.1 MB	7.2 MB	6.5 MB	5.5 KB	959	53	0	36 KB	9	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/43/bc768e06428c0b54374a5350c5a6b3	-
453	80/cb6dda	3188521	psd_relative_analyzer	EV_007_psd_concat.parquet	psd_relative_analyzer (EV_007_psd_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:39.470	2026-02-04 11:50:39.482	2026-02-04 11:50:39.761	291ms	213ms	-	95.5%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	5.5 KB	961	58	0	36 KB	10	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/80/cb6ddaa8939a61cc92932303197cc3	-
456	80/fbb06c	3188875	fai_relative_analyzer	EV_008_psd_fai_concat.parquet	fai_relative_analyzer (EV_008_psd_fai_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:39.677	2026-02-04 11:50:39.761	2026-02-04 11:50:40.094	417ms	290ms	-	69.9%	0.1%	29.4 MB	225.4 MB	29.4 MB	287.4 MB	6.5 MB	5.2 KB	959	58	0	36 KB	16	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/80/fbb06cc388fccc1226809fd2d2bf36	-
455	1e/4baf7b	3188827	fai_concatenating_processor	[EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_psd_fai.parquet, EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_psd_fai.parquet, EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_psd_fai.parquet]	fai_concatenating_processor ([EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_psd_fai.parquet, EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_psd_fai.parquet, EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_psd_fai.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:39.646	2026-02-04 11:50:39.661	2026-02-04 11:50:40.094	448ms	296ms	-	74.9%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	6.5 KB	948	59	0	32 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/1e/4baf7bbd0d48c28d20be17cd062d13	-
428	be/1c5e1e	3180790	psd_analyzer	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs.parquet	psd_analyzer (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:49:46.935	2026-02-04 11:49:47.118	2026-02-04 11:50:40.931	54s	51.2s	-	110.6%	4.5%	1.4 GB	6.3 GB	1.9 GB	6.7 GB	22.2 MB	31.6 KB	2477	68	4 KB	52 KB	66	579	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/be/1c5e1e77a251f73e181aa1f341b320	-
457	2a/4c453b	3189056	fai_plotter	EV_008_psd_fai_concat.parquet	fai_plotter (EV_008_psd_fai_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:39.775	2026-02-04 11:50:39.868	2026-02-04 11:50:41.110	1.3s	1.2s	-	144.1%	0.4%	130.8 MB	3.8 GB	133.5 MB	3.8 GB	26 MB	34.1 KB	3480	62	164 KB	44 KB	94	82	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/2a/4c453bacc5c000513e3a8abec1794b	-
452	79/dae4ab	3188437	psd_plotter	EV_008_psd_concat.parquet	psd_plotter (EV_008_psd_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:39.421	2026-02-04 11:50:39.456	2026-02-04 11:50:41.138	1.7s	1.6s	-	92.2%	0.4%	122.2 MB	3.8 GB	122.2 MB	3.8 GB	27.4 MB	44.9 KB	3833	65	164 KB	60 KB	44	85	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/79/dae4ab3aece8446eb1e3a99a04d646	-
454	17/a9f1b9	3188557	psd_plotter	EV_007_psd_concat.parquet	psd_plotter (EV_007_psd_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:39.497	2026-02-04 11:50:39.582	2026-02-04 11:50:41.144	1.6s	1.6s	-	91.6%	0.4%	127.8 MB	3.8 GB	127.8 MB	3.8 GB	27.3 MB	42.8 KB	3798	64	1 MB	52 KB	84	45	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/17/a9f1b9ce524fa93c070aac1f036118	-
458	b7/043167	3189345	psd_rel_plotter	EV_008_psd_concat_rel.parquet	psd_rel_plotter (EV_008_psd_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:40.111	2026-02-04 11:50:40.195	2026-02-04 11:50:41.267	1.2s	1s	-	147.5%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	27.8 MB	44.8 KB	3940	66	0	56 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/b7/043167f9d4dff04f3de6237a52cc71	-
459	1a/8663c1	3189357	psd_rel_plotter	EV_007_psd_concat_rel.parquet	psd_rel_plotter (EV_007_psd_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:40.127	2026-02-04 11:50:40.195	2026-02-04 11:50:41.272	1.1s	1.1s	-	132.2%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	27.5 MB	43.3 KB	3856	67	0	52 KB	38	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/1a/8663c16842b884522b01e0cf3097dd	-
460	33/dada36	3189974	fai_relative_analyzer	EV_007_psd_fai_concat.parquet	fai_relative_analyzer (EV_007_psd_fai_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:40.951	2026-02-04 11:50:41.031	2026-02-04 11:50:41.298	347ms	236ms	-	94.4%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	5.2 KB	961	57	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/33/dada369dd9d25a0d6f6ac55a25b562	-
468	84/ebf55f	3190226	psd2_raw_file_finder	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd2_raw_file_finder (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.173	2026-02-04 11:50:41.245	2026-02-04 11:50:41.522	349ms	260ms	-	74.4%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	7.3 KB	909	34	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/84/ebf55f03fb4525bf4ae1bcfbf10257	-
465	92/833d14	3190605	psd3_file_finder	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd3_file_finder (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.321	2026-02-04 11:50:41.403	2026-02-04 11:50:41.736	415ms	251ms	-	85.9%	0.1%	29.5 MB	225.9 MB	29.5 MB	287.7 MB	6.6 MB	5 KB	911	32	0	8 KB	15	16	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/92/833d14bbc53eac575557a2ce8f6c9b	-
463	02/8fb337	3190588	psd3_raw_file_finder	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd3_raw_file_finder (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.303	2026-02-04 11:50:41.402	2026-02-04 11:50:41.774	471ms	301ms	-	75.3%	0.0%	17.5 MB	32.9 MB	17.5 MB	33 MB	6.6 MB	7.2 KB	911	32	0	12 KB	17	6	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/02/8fb337ca31f9415e9ddd164e3d7800	-
467	75/f8aa74	3190583	psd2_file_finder	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd2_file_finder (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.281	2026-02-04 11:50:41.299	2026-02-04 11:50:41.806	525ms	396ms	-	70.5%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5 KB	911	36	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/75/f8aa7422da235a19392e38b912370c	-
464	d2/bb86a0	3190990	psd1_raw_file_finder	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd1_raw_file_finder (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.540	2026-02-04 11:50:41.623	2026-02-04 11:50:41.915	375ms	297ms	-	75.9%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	7.2 KB	911	32	0	20 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d2/bb86a08d88f4161fa6a5ed73f8da99	-
466	58/091770	3191237	psd1_file_finder	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd1_file_finder (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.768	2026-02-04 11:50:41.807	2026-02-04 11:50:42.196	428ms	331ms	-	65.1%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	5 KB	910	35	0	20 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/58/091770f9eb66dc7e92641cf7277006	-
470	3d/f85252	3191391	fai2_analyzer	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2.parquet	fai2_analyzer (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.834	2026-02-04 11:50:41.906	2026-02-04 11:50:42.234	400ms	315ms	-	308.2%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	6.6 KB	1113	45	0	24 KB	8	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/3d/f852522a66c6832660092202fee95f	-
461	a3/e3e021	3190199	fai_plotter	EV_007_psd_fai_concat.parquet	fai_plotter (EV_007_psd_fai_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.129	2026-02-04 11:50:41.139	2026-02-04 11:50:42.426	1.3s	1.2s	-	139.0%	0.4%	130.7 MB	3.8 GB	133.2 MB	3.8 GB	26.2 MB	34.9 KB	3522	65	0	48 KB	69	61	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a3/e3e02127c1792e970a18ba5eca9ef9	-
462	0c/1be4f4	3190209	fai_rel_plotter	EV_008_psd_fai_concat_rel.parquet	fai_rel_plotter (EV_008_psd_fai_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.153	2026-02-04 11:50:41.244	2026-02-04 11:50:42.488	1.3s	1.2s	-	138.7%	0.4%	129.9 MB	3.8 GB	129.9 MB	3.8 GB	26.8 MB	37.2 KB	3681	65	0	64 KB	84	102	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/0c/1be4f476feb853ef4d40b5090e0300	-
471	69/a11915	3191654	fai3_analyzer	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3.parquet	fai3_analyzer (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.932	2026-02-04 11:50:42.016	2026-02-04 11:50:42.531	599ms	328ms	-	331.9%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	8.6 MB	6.6 KB	1111	43	0	24 KB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/69/a11915760102ad23afaaf33c7ea72f	-
472	17/edb3ce	3191881	fai1_analyzer	EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1.parquet	fai1_analyzer (EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:42.210	2026-02-04 11:50:42.235	2026-02-04 11:50:42.701	491ms	391ms	-	280.3%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	8.6 MB	6.6 KB	1112	46	0	24 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/17/edb3ce25852850875f346ee6c01fd2	-
473	e4/9cfe74	3191912	psd_concatenating_processor	[EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_plot.parquet, EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_plot.parquet, EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_plot.parquet]	psd_concatenating_processor ([EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd1_plot.parquet, EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd2_plot.parquet, EV_004_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd3_plot.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:42.251	2026-02-04 11:50:42.337	2026-02-04 11:50:42.732	481ms	310ms	-	70.9%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	6.6 KB	945	52	0	36 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e4/9cfe74ef12d37a2357de92b13bd10d	-
469	41/18ffe0	3191297	fai_rel_plotter	EV_007_psd_fai_concat_rel.parquet	fai_rel_plotter (EV_007_psd_fai_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:41.794	2026-02-04 11:50:41.807	2026-02-04 11:50:43.068	1.3s	1.1s	-	153.9%	0.1%	24.4 MB	144.3 MB	24.4 MB	144.3 MB	27 MB	37.3 KB	3721	64	0	68 KB	20	5	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/41/18ffe0dd1cf0996d8735783a576712	-
